HolderAddress,Balance,PendingBalanceUpdate
0x3391b72556d6f70055a8f7452df8fa8e29238d26,"31,302.448654729830372133",No
0x3419a8a23e467d2e99464c1ba4c0dbf603ee2d6b,"30,921.777647943618681511",No
0x489935dc8e6efa84eba3050928f73e75ef22382f,"30,000.000000000000001811",No
0x5643121ea6fdad14b08db9519ebbf0bdaa7b6588,"30,000.000000000000001933",No
0x99d1f5e0a70dc7fe5462659337c7bc2c6a25a15e,"29,919.492718843764357042",No
0xfd8ca56f9f6751272afaef36b514565b17e2eeaa,"29,250.826541274535573458",No
0x3c05348664ffedf51db04a9b7e3cb1f8ba07df3c,"29,188.21879",No
0x3e59ce13948dfaac5b0d20bb40dca80e4c847182,"29,013.220242685477204451",No
0xb94a4c1735782c869e5c49d954583fd1268b031e,"28,953.44761934",No
0x6ad59b5e6adaadfbb0dcbae0e9eef8af66bb91e5,"28,176.959198750398064274",No
0x8af67a1730d7c7f3d8328e2e620905e1c30bc5cc,"26,977.51243",No
0x9fcd5ef4b83a5fc477632dffc7759f20e39fd475,"26,850.41908308",No
0x930ec3584cfd63dec13b24079df04dc9cad8dcb6,"26,707.232131172186712396",No
0x62352f1a701cff2aeb6b69d6a8cb196887020f22,"26,588.21828611562216676",No
0xbe73a15015d721faea1d174e8eb4084f6f1f0771,"26,538.15636089899230356",No
0x433a8cfbe0ba3709fa879247dd09dec7030343eb,"26,500",No
0x868ddd61ba760508f694a0972918810ce2d836ee,"26,090.838568190190939776",No
0xca51205ed71b978f1ed44895e88829e8976947c7,"25,563.55585696160315493",No
0xce1583ecadc376eacc166dd0dea49aef8aad112b,"25,230.148125281943604095",No
0x6846e0094d3ef55dbd9ae1ace872bb272f9437ff,"25,227.557048440258440785",No
0x875dda0af34400dabdcc85d5206458d41ee269bc,"24,826.576062344269759534",No
0x2826eef91a00e5cd365c36d2e9e52769c359f8e1,"24,148.133265429",No
0x4b7aadbb0cf9675d3d1a44a1970e3cb0a39a0ea8,"23,701.791991",No
0xc75acfe57f56e9e97cefbd9519c46066e455d551,"23,164.62381894384543173",No
0x32cf697a2b4b986c9c85e687e81836bccf926dd6,"22,911.7750523987211223",No
0xa1895c45240314f9c3ec65041f2bbff50d8a7c32,"22,692.47513",No
0xc19e799be8c6a214237957b98336a60a00c2d000,"21,994.36071",No
0x4c55fb954f1b5d6dd0a63366c387aef308344596,"21,485.23777152",No
0xc6974343724d389806010523e6e60bd300f05e0e,"21,237.016745449347717504",No
0x3899d8b02f7f651690fd5b71834f1c5cbd550c0a,"20,679.900885928934060128",No
0x6a287cc8bd6b1e2a4f54283d45e9200db05b5dc2,"20,058.212893582416650243",No
0x97fa207fb9098eebe1664a9e0ce7b110f7a45b36,"20,000.979",No
0x31f91906373fec70501718d42f6e0f7cac9d3f33,"20,000",No
0xbe0d035d35720a12d4164bee6dcb769c60373e26,"20,000.000000000000016087",No
0x02c9a1a6f69467c7fb5527819c91540bf3fb2a03,"19,993.90216184889250186",No
0x6ae52191503c01e1c19a3207be7cd230aa23a79a,"19,810.34037",No
0x2e7d69d1aebb4c8326dc7d0ebca4f611853d25e9,"18,515.397134",No
0x64a46d2643150e4e1dc2989826869b91e5e84f83,"18,501.77569338",No
0x6df5f388dacbce88a689e63895237354957c5709,"18,421.737906154142220517",No
0xa740683dc22f9a58649e863aff3ea738ee69348c,"18,166.873947935748529256",No
0x3ba91f8d61e80fb4f61d50e2815bd1eb10cc7713,"18,082.661473867919750509",No
0x0e8c00aedda237c54f860e614062efce5c40786c,"17,723.07035370660175042",No
0xd689a8edc3814c41c20df1d80965a46da1bb3f7e,"17,576.89361920310481205",No
0x3bab7db81569d6af9258a42a0bae36f4ef150204,"17,523.89025213276154041",No
0x31f37423e064ea7099782fb58bc9ff5fa70d50c9,"17,365.16937",No
0x96a9dbe24038e5cec50b1c31eaf935357838d516,"16,666.66625",No
0x34e73f945325ce8574aa3f26fd6b2238822ca27c,"16,348.82592",No
0xebe6aa396b53d7f45e9e3758e6ae569238bd77d4,"16,180.7154804",No
0xb80ae6c57a5f12fb99c5e71cc35abed2b5b3c60f,"16,049.298254",No
0xa92a1a5e126a8c45b69393d4620ce7f3d86e7b44,"15,865.985978173506561572",No
0x98d7d9cf3eb1981ef4ba0ced6f8c29b2194d11d4,"15,693.056413818938870985",No
0x9a3168b30a884b8959675ab1747bb63fc726510e,"15,661.049667939537261317",No
0x142da91b0411248b112326b5d2ce98f757ea16fb,"15,628.83027865",No
0xe479b7f4b1a312550a140b7d3e54961a38cadc05,"15,478.129247327349510555",No
0xf52983d9b917ea58a25e7c7f280ebb9fadfca8b5,"15,375.81006",No
0x34ecad54643714199ba54a0ea23c8c9878e066a4,"15,309.784167970787689098",No
0xbed6f93beae6fd64061481b3a8d7e2403c5a493e,"15,207.27937",No
0x0dec2ff5e571159eeb52500c8c15c46966f18177,"15,144.932725408826185646",No
0x781614aaee1cd80ba3a162d80583666ae3f1633c,"15,060.86780556600093525",No
0xef9c39bf3463fd0a8be8b53f89b0d04279b07680,"15,000",No
0xd0df8cd7b80a0538c64fea8ecc83d4044b5c6444,"15,000",No
0xa93187b772bf6aa2a8bfb984f16f4a5010e0cd94,"14,995.818228554642445335",No
0xc372a784211055f7e6caeaae97cae4faa630bd6b,"14,860.023434872265803576",No
0x013435a3204a9a0423f7afa4bbba0a1a659ab1e1,"14,563.569669471088746461",No
0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380,"14,012.9531443",No
0xfda0b2a06bbb7033f68dc844b5be2aeaf9ff86e3,"13,963.029999994130200294",No
0x458d62f41bff205a6184274a9f4143699645a805,"13,917.75874098317119507",No
0x0738d94754b19b088176c023c9b6315bf8b40d27,"13,779.030216020928267936",No
0xa692f88c2b053a86d4a6956ae18848024f44407c,"13,360.6772",No
0xf54042d2e1f40b606da34dfb22e4046f2e0a92b6,"13,357.146732668961927007",No
0x0f688ab129b0bed48c3da9f32b7c717fcc30eeb1,"13,349.142993247551150524",No
0x7e5ac1d7a90fc086ac2e8d69b88e1b620802f117,"13,188.350920372942953921",No
0xaf0723848498d76a19f223432d66dbf1b61dff85,"13,166.371088788303351154",No
0xff04f88766251e31be3c2f3796f965fa6e689f52,"13,127.125186020021944208",No
0x1b46ef57948c5370cfcc61c0dd6d591e26146f46,"13,037.52",No
0x04deccadfb94111cc14426bb52d7e5e36564a998,"12,925.196224151451193864",No
0x08d19676962e104d1e57517d6ed8717def394a84,"12,766.658977325650824539",No
0x3dd4ed58556d48f64481823dc39202df8a884d87,"12,542.250000000000443315",No
0x9a003223e19e0b6c9e3c4da9ba7a49385308ca6f,"12,422.71849514935925263",No
0x4548a8a1360d65c7896c6f14135a11fd9c6cf8ed,"12,275.149911252457600581",No
0xa65c5072c5f1ba04f936879e6769431366ec22ec,"12,188.15",No
0x1a3acfe01abb6457c25c58d833923184a3da5d46,"12,142.213555634129755582",No
0x9044c379ccba0aeb290862ef72f9c57bd458aa72,"12,098.89103",No
0x897e6b2c544dabd7fb45993003af6b85360c85ea,"12,010.285684",No
0x0b690a21f53dc76d66a843a65a6a00e0bc0affae,"12,000",No
0x59c6a8d7db1fe302c847ff84486831d41e66a578,"11,967.430000000000977535",No
0x1e1624a0b1d4be170cc88461b709b1386b0eb331,"11,906.980026428059338856",No
0x1cde9bf097bbd6d384671bd843b67ba442fb26ca,"11,899.854380685054759006",No
0xe87dd30f8517ab06813c9509faf341679d3905b8,"11,845.750784024666668921",No
0x3dd6f334b732d23b51dfbee2070b40bbd1a97a8f,"11,692.836",No
0x37e1a3dc34b1e5f61fafe367a51bce28752870e8,"11,673.158341515727037574",No
0xdfde9aa1d135e8477b548540a68a80d9d24a0b71,"11,668.636875885800544909",No
0x22be91e54a933ffa5dbe9c75a750eb77774a9dfd,"11,583.540155503689264425",No
0x09f7e3f5cf0b3699d6fe4a7dc0c7db62d3d7d45f,"11,577.870457313106235714",No
0xadcfe437a00345ca68697963c728393d1b153f7b,"11,569.6726",No
0x963a800f1a983adc3d0fcee9069d74c8959886c5,"11,538.519052046480821502",No
0xc938947ba735940efa20d672093661151f0183d4,"11,445.271185178556205237",No
0x2f101a0da063fb7c465273194b983f32a803f143,"11,376.666809510795909592",No
0x42ee498e75ff370edef293d7eb5a95e798b57593,"11,370.345682338771545591",No
0x5ff5ec5e818316942fa6d1c56b20bce461dd656c,"11,196.81025",No
0xfa686ef6d80ec9045a4fa0a304d0f823d088a3c1,"11,157.703351465258825375",No
0x7f6b81221afdb474858f9d3df1db489e85463afa,"11,022.75450560830842006",No
0x70a03b3739a6b563c809b5a735153d144903ca91,"10,855.274530051119973576",No
0x5cb489534d96822d4eade786604d83ad9c3cd91c,"10,821.75452",No
0xc0f99398e3577416896f4086c3f0cd4cff7f006a,"10,773.808180751427167204",No
0x2f949c67ab9a0fad5849b787b395c61b527519c3,"10,731.34413",No
0xaa417aa874d1f1d8542ad0d2a950f89b8a2d869c,"10,669.244877860706373014",No
0xc277325059c3cafbbce64359239c9f091b09aff0,"10,555.955",No
0x9fb5261f0363eec0f953db7231955ffd713789fb,"10,550.755259",No
0x1060337235b68edc1ca8472c2ac0647497ddbab2,"10,546.006310806769417531",No
0x116b429a32dd2a397493b53b995706f81fcb7004,"10,502.1332752",No
0x06925de5ab91efb61407f8acd308e4077454b970,"10,463.276556195874539355",No
0xf4294d8dfe4a45762e63d831c3c9305e16bbc397,"10,257.218309859154929577",No
0x5a4fd403212a8fae215aa9e4aae09b374581ce34,"10,250.472819663256031129",No
0x8bfa7a0ee9e70499b8e1360edf7370ae3a4fb30a,"10,211.805644307365565991",No
0x78afc546e255f6f0ca59609790aa5df6ed237021,"10,192.43920667742441375",No
0xc6ac56c7d1a697b2eea701f7c0eb35594608a585,"10,143.25293100825767676",No
0x32ca0a78d8fb4a59703dd88d26e402e59f46f805,"10,046.688818070840389335",No
0xd6c53d451516047291f4fa3d0668e9081dfa1e34,"10,039.13134751283993534",No
0x139f55c96173f7ca4d91af7e332618e5a3899a44,"10,000.090308932949600055",No
0x295ddf8060f6933695812249d9e7779c22b8bdce,"9,769.770667141356838235",No
0xfacabd7e97410c71c687113451aedc111cb09168,"9,752.358315947581123382",No
0x4cc21dedc15459fe759a4e0b14574d380087aaa9,"9,723.041506713730361182",No
0xfd18d4a652e33eadd665993326845ec5b420ffee,"9,692.318807836814137688",No
0x1c30a9e0e37a6586ce4e97183484c1108dfa92b2,"9,674.202420971522034008",No
0x5ae88349a5825f093e2e8d9d829b6ed0e0dcd4a2,"9,533.943027545800316389",No
0xcc5dcec0c9acfe58ef5e18b7bf993052f2ada188,"9,533.384052359538551218",No
0x12093232c40ed56b438f2ec201ef65ce73002063,"9,514.118321306439459805",No
0xcb7514b331861192e632451c9da73d2b80478970,"9,467.57042",No
0xfed941cc576202394d0c36a72d99ad3074753296,"9,450",No
0xf78eacfd3d12c2ac19b1c0cf957db5092db31931,"9,400.000000000000006802",No
0x776b913480d4326430f52f58b16ddf67eeb08deb,"9,356.12479118",No
0x39fbbb5649589c0a3cc76b626cd537a01c9ad5df,"9,235.0715007",No
0x42359dad72bda939a487f1d18aabe535552415e7,"9,061.814419306099263682",No
0x158fe1281908d908d7adb6e233bbe831667e0728,"9,032.17801684",No
0x875499b3a4c574f5a9c48badfe66ca49c8878de2,"8,997.349867451859659451",No
0xd59f8da19066786aeef284a5bca8bbc82733f2c8,"8,985.533748151884619036",No
0x46f5682f811aa453ca95155a39790bd0ff97132d,"8,954.002348",No
0xaaf4441e518c786920140a9607fd50bd79cfe5a8,"8,925.630000000000114431",No
0x81a16a933b834a5baf4c6d884287e13e5828255c,"8,886.490000000000807406",No
0x8f0884b794271f3c0b6c7f28f4b7de25906870c5,"8,855.009668151300474",No
0xa8e3b77e39bc3976afeb22dd093368d9c49f8876,"8,827.573994016312093473",No
0x3b38e3de0349e98f7cded36b2b9551e4cc8a55e7,"8,816.77235988",No
0x225d5e19ad062d0c8358093cf8bd09ca1825571c,"8,811.778407655412866912",No
0x2d9871b3f84ef568c04f01d39a8969b1f8b510ce,"8,797.530908103447061156",No
0x85619ccb02556f8930af9b08305c2481062ca324,"8,795.8",No
0x32c467254e37bd3d1d7691a10c949e06a720ee58,"8,766.700961129522184783",No
0xc6ef9b19d4b6e3453a9bf3d000a0a30df7fb1b08,"8,755.72891578",No
0xd29e211a2c0403d8d46df052e170ebc662d6c571,"8,734.162556362309801853",No
0x84e6fc23a112b1bec1b4564f35c9504c8f090f50,"8,729.588533532080065541",No
0x8bb34d77f0a588668b0400ec1ccc27568ce800d9,"8,685.19",No
0xbf242befcd21921ecafa8594423ea93dff61317d,"8,665.82003774910704501",No
0x037fb1d67e0f8c08184c865dc5202489a2b31f02,"8,644.767807491053844059",No
0xbcb2dd763ecbb6d68b354de1253b97f40200af2d,"8,632.721515391443501123",No
0x2114e49848b2c61a4f2fb00a8137ec15e9b0aa20,"8,572.819645956079961659",No
0x9ce6de0ecdcebdf18e55d0f50c7456d1ef0a1c87,"8,553.318805808047875731",No
0xe9610c2f67d4cb828c8a1e1fe7f49af56ae9d85a,"8,535.90904",No
0x6d0e244b13b34ae01641db5f4249099dd13cc76e,"8,480.3957",No
0xa22a734ae8a28ba09455c2ab8d15eda945170743,"8,438.486987042329791038",No
0xee50bb6b193fad8a0a82faf6676fef96b068a770,"8,417.52999999999976159",No
0xf073cc0eaa6f6f7b8351c306d96beb19e8e0fc27,"8,368.22301520310056868",No
0x055a3b37957bfbd3345bed9968e7e8dd56d67066,"8,337.007625562834948996",No
0x5f074e4afb3547407614bc55a103d76a4e05ba04,"8,266.469449186738816037",No
0xdf3770bb54a357c29f419d5db36dd8876c6bbb50,"8,221.74841596089206426",No
0x821ebc8d481c2440c6581534acc6cc0d0bff7c73,"8,198.201744984567901307",No
0x738fa8d1f16aa90794e9543d191fed09ade07738,"8,161.790490928246263013",No
0x65e99beff649292e4fa18c06e758c408088b4031,"8,117.871814148813864077",No
0x40cae13cc04c548c2b4118f06581ea80a68da96f,"8,084.734228220162012703",No
0x96ce77c53dff5b748dfaf635fbf51defc710716c,"8,053.344",No
0xb63b35643ddc6ca040d5c485311f774086fc3b69,"7,991.45409227450772251",No
0x25c04679ff929e8ce4bfb319a992446f97dc809a,"7,988.526723613284646149",No
0x440cc757337035cac8c2baca24143c25e53d1005,"7,821.558871855091245483",No
0x2380e52136ee5c48f92d815387c5a246dc8c5d7c,"7,769.639224550424239265",No
0xd3c2ccf9fa6f181f3372a5fd3c6d56198739888e,"7,725.439454385361675687",No
0x31ca352cbe5d8f0e89db6b503a4c236e31072c52,"7,696.98914920748890519",No
0x53cefa3996366a5c81cc0a32dcc8a3b6fbd13c5c,"7,688.109999999999199992",No
0x12e2d47efd4955ced42604917547ec3a4e391775,"7,666.541177",No
0xb95ee4a07d9aba476f2697905e20befdc81cc2e2,"7,613.842959662711687775",No
0x24650e40ea9114213d0041060ed30d1a672f92b3,"7,592.933992056779417657",No
0x6d180563f64d2aaf279e2e1981dd39f91c9b44e9,"7,526.808963696914638654",No
0x420e6f3c828a057bc587189dacd48147671d8ef2,"7,525.14305",No
0x7760c3826cf6e9e959577c2a86f8d891dac4b55e,"7,514.765471071700692412",No
0x45745c9b881860de8e25b5ba7f055d007f252ca3,"7,512.750037764716276838",No
0xcdfa32171b3e401c43b1aa3246717f766b04714f,"7,489.641887307896613493",No
0x95d6d44069f427903e6a03c25b993f568946f384,"7,484.857560450000253241",No
0x3daaeebed3c65bd893b869b3e82f36d6a7bd9a5b,"7,459.742866548668134651",No
0x67ded8efedf5fdd5b64e354041968118ad1ae999,"7,418.232566917423949714",No
0xff51b8c606ff8336747f8e80122d5d2e9286f670,"7,380.244752",No
0x18ce81b899ecbcbf5fd00678a32c9975e60f46d7,"7,376.883312611977170965",No
0x19806ffecfd7480444a6e861907b2cd67714e813,"7,287.96",No
0x1bfbf106adbcfd84f752c254c18e357e4ed65a30,"7,286.927868010371806302",No
0x9f05e8bc191b4bc8eff086503546ebf4ee015941,"7,274.134964164061985196",No
0xeddaf37f7a6dd57922349797a44e520254a2a9d1,"7,249.239950755832476471",No
0xeb9d845f3f34c4fb0b9827403e664e6e492ed2b7,"7,197.213895807998013939",No
0x2f63eeccfef984bbecb30758f6f2a0c0427d5812,"7,172.29069",No
0x23b909814fcc91d30323d00896d1aa15c5428a2e,"7,156.89175052684014951",No
0x291997b91d20606d86514fd5fce294782a809dfd,"7,110.693666948526563774",No
0xc127ebbcdde8b05cc752cbbb4e5a90dec871ed93,"7,096.649954363279144695",No
0x369381d7d585dc17722ad7a0e141283531c3d379,"7,076.868684807400872575",No
0xbe9b175d07c3b519382a713dd2d0c53d51511070,"7,051.608266182523136128",No
0x29525c4f958b05d1e2ba110a46efc380fda63675,"7,000.602580038039050491",No
0x697e5822b7b0df80dc7d4a70cd82009ef9d09a69,"7,000.000000000000002703",No
0xebb8be69ac9e0fc0c9e3c6841d0dc0d1a5927c18,"6,974.691946192326692403",No
0xfaf2867b6536001d1d732a66a61edf918193d1c6,"6,969.624904320987654288",No
0xc9c959e69cfe3bd9ff920b96aba4e95f9208d6bd,"6,967",No
0xc3f70da1f8c8d4b8f3bc8a0152d0cf957362acb1,"6,961.09881",No
0xd10e45d2356304c5c5044403c8403e172dc410b3,"6,948.254198715265116639",No
0xf107672742a4299b622e3ef104be5d6048831777,"6,924",No
0x74e2a984adf05db0d3bae9c594e953c7e12c398b,"6,822.080000000000878061",No
0x7a26d36d7b5a5787eb835fa2a2fb6df0acf3fefa,"6,813.019673435832141498",No
0xa67eb3720717f86c0658fa8242b2a385357910a3,"6,804.047328392255815253",No
0x4a4e5bed0bd00f9311573c1a668c81e98a61b25f,"6,742.931924520469242717",No
0xb98ca0150b93e9e6f460ecaaf064deda8dcb012a,"6,689.334402945463735304",No
0x3e27fa8bd0c95225846b1d01473344b2e1c391da,"6,667.087992926954732362",No
0x562ed81e568d860d2b7ce395a6ae364398e2a100,"6,656.8807425",No
0x9c5ff2f6a0aa76332aae261c14689861d8dc1239,"6,645.972474787048754899",No
0x94e083a988ef1af2c21eefc45570900199481c3f,"6,598.195993808377365588",No
0x43bc932c28d674e585f1a5e2440de8b833c37b63,"6,454.532184845641187866",No
0x07dcc6df5e6cbddfceb85d2557a7bdfd7e072a70,"6,447.519538872466169851",No
0x90988d3cb35bec1997ca86cf6a896050e83ce30b,"6,429.935192430301976467",No
0xd8484ea95f5e56a0e5f6d443d55bf3b177df8259,"6,330.051118360982510358",No
0xbac3125665a0fa07981806dd261bee2354260ba2,"6,329.976694992780970074",No
0x17edd7b894460db25322fd24c2245b983ddb0564,"6,280.433854915764910481",No
0x23318663d3202d269ebaaa37247ee289b90dea9c,"6,264.452129274611736112",No
0xae755e5c81e7278b94486a95aef5590533957026,"6,244.707977977705821258",No
0x92614cd89009fe88ee8da8d496c7b1f811e6fe8b,"6,220.083273253683530184",No
0x7baa8580e42423401adab7ab82f017bd9b871351,"6,216.634966108751578585",No
0xd1ef979a40bc895670b60517438bd2494d3d1f40,"6,204.301201749302035328",No
0xf1d00dc19c5d6f6907ccf768a0c923c3f4085b10,"6,124.29414407572194141",No
0xddab392b8fe5e24f3326c9abf3b0fb309653851e,"6,120.249423516122323373",No
0x6497c3ec2118fc868e302b3a91677cbbfa137b38,"6,112.700000000000034464",No
0x2a0c7333f68d5dad36949d3bde9fcad912cb08aa,"6,089.7482363",No
0xfb041a00a4c4919ca0f4a2a92ecd341ec06059c9,"6,084.97265",No
0x8e8fc46c8479cb510007c2dd8f2b756cfef89b45,"6,011.714398020852045823",No
0x3ddc75311637b1eba20e5633025b02316b8c0f93,"5,981.234398",No
0x253ddfe1885cb728dc00bc92236bc1bba94ce643,"5,947.160189668092227571",No
0x70b45fa4a53498572e3852ad37ff12e966c93938,"5,894.335426304636221458",No
0xbefc81a416e11dd7fbc9dd78d0552647f9f4db69,"5,849.606399305884764125",No
0x09a012c85a27f679898022ae1486e05e38768945,"5,846.217684032271585135",No
0xca218db14cbaa8b5b06d42716229583b0b2a75fe,"5,815.03665808110136381",No
0x0b23f70874c68410c240d1627b455c7556382493,"5,790.693285225757839216",No
0x211e6fb9bff54e10e3ebc09876027fe349bb106e,"5,780.373883647435783064",No
0x972ac984fe8f0d3c1eea823a2fa5793e1d24b91b,"5,772.698225992266480201",No
0x5f3f641d729131cbacea42b4f38520da39797f10,"5,761.112030457852574209",No
0xecfb1ef7a85ed56268e6f8128abb6c7b73f30381,"5,750.000000000000016561",No
0x02f55fcbecd6a8780be425dd449cf81d12c57084,"5,669.770000000000555066",No
0xf4f3c566376a5c9f1e99320499d3e63cef1d4683,"5,664.520812983099321997",No
0x92bbcbe92a3d4ae08072d2215b1c6b331f62e2d9,"5,632.55000000000576565",No
0x3ab4b7095c2bc09c4ffcc05da1887d67a649c233,"5,631.422450443395331536",No
0x2c9142205650672a991f85bdc1978422dcd5162a,"5,618.037683894450568619",No
0xb397a5bde9392b897b5bdd29bae9ccfecfd28de6,"5,614.716880787166345877",No
0x98096be679c5a239521f848f209ee132bfa36600,"5,597.061107068640265594",No
0x5c7a18ab03b82f31af058e493ccd1c742fb4bc98,"5,585.4569888",No
0xa10d1bdd191e326dbfc0799f4455b265daba230b,"5,549.442314867873699993",No
0xba1239b4d7afaed8427155173cfde766ae63b7ec,"5,503.345945332918886819",No
0x6a04b29067afe610e33f9b57150881dd82690766,"5,501.467827259819034928",No
0x18807638cf92ae7261b3f7cc2a16c71529dcfeb0,"5,489.044795275328420479",No
0xbb9d9c76446d678e96222bf3445d52fa464346a8,"5,468.508044725502679316",No
0x5f47175246d6198224dafe5744ec27ea7d7001c0,"5,463.28",No
0xf1bc3291ace39bdfa751a3e108fc6b170214dba7,"5,437.111974632900674861",No
0x885e8b36b792afa0e134cc275fb7dd0bab1a9802,"5,426.968743322595397432",No
0x4e2a818b568ad2a6ac40b62857ac8cabafa4c930,"5,419.635444809879336703",No
0x078d939120c300f41495add3f7f659aaf1983ffa,"5,396.8812",No
0x6722e8b2f3aa9040418673cc4bede916cd66e5ca,"5,364.74039706",No
0xd0cf121a37b1291b5fd875e191a65427cc9636c9,"5,329.253492096796145661",No
0xbbef105a9232d9b22b968489faf5acd3e99994a4,"5,308.34994",No
0x063b351d827c7ab2e48e844a49b91f40bed86380,"5,294.547979306341234299",No
0x8343ec1b56bc66e5000894b5c4a4e4050f5eb63a,"5,285.631234069485545369",No
0x78bf491b1f54cacdc1c48dfccbc2583550eb2be8,"5,238.394804324677294145",No
0xe66894db3fc469e89b2fa5153ff42b9a06084a63,"5,229.020065220691447018",No
0x725b3fdc7310d109308ce7b8317af729445d4298,"5,212.693625993535597177",No
0xcc138204b93b0541d51ed0c2eaed9fb6d5dd06f7,"5,205.363107140787109488",No
