"HolderAddress","Quantity","PendingBalanceUpdate"
"0x0310cff304cee4d27395bfdc5266449a2b2b51fb","3","No"
"0x0a6c15942c151392ec1ab410e7ec1b5bc9b5b890","3","No"
"0x0be314b0d3f2f9cfc2d4a93135b6d1cd55195a79","3","No"
"0x0c4133aa9535ff8304073796ccd41ee9f8cbd720","3","No"
"0x169b89de133947f0ad2d114192aa0188da45d07d","3","No"
"0x184842b59aa5fd60c5f2a3b5a288a9c1b71bf114","3","No"
"0x19b927168996f0179fb1b57e8d27778e532f958a","3","No"
"0x43a7bddd1a99571bc965c9092808dea0e8bce647","3","No"
"0x62d414d902b4ed302b5b2cc6e00cdb313cea44f7","3","No"
"0x642c6647c6efa4392ca86c2a10db53b8dc93f5c2","3","No"
"0x65240476b113ee6ea1325b3ebe47d21acfa037f7","3","No"
"0x83751d420f438e588261ece6b048c40ee6eb7a47","3","No"
"0x94dbb3db4102181186fd127e6f81564d1d4a20a3","3","No"
"0xa614b877370a9dfe09f60324b304341c493a1772","3","No"
"0xbd10da3054fa284f99b3c81da6bceb4f2663f867","3","No"
"0xc1d8fffc14903e66fea31bcb7a70d8116f649e6c","3","No"
"0xc262333e6a16be95b15bfc5f09fe608b4a9b16b2","3","No"
"0xe76f811f25066a6e42466d8e47f7ec1a1306c565","3","No"
"0xeea89c8843e8beb56e411bb4cac6dbc2d937ee1d","3","No"
"0xf381f59620fcffbc6fbd284728d1c45f0655fa66","3","No"
"0x0342dfdff798fe89f6bb096220a90ba8ab72958c","2","No"
"0x0ea7f3bed138c066331e1c83dfecceda3e4f7952","2","No"
"0x0ebca5b2ddd8600c3c4f7224c69d5590a163e134","2","No"
"0x1591751f53ec633ca0e8f00cae402c799d519397","2","No"
"0x18b2c2923d5fda5be59c1aebcfcc0533686b28b2","2","No"
"0x22beef9f4edd799e704dbc2c9aef0a48007f39a0","2","No"
"0x238a0b401403830724cfd258bcc07b09f0e87303","2","No"
"0x27c6d0b70ec2966f840214f317ef02409e0147ff","2","No"
"0x2d4d49e9eb287b906b3d987ce8b598b230f68923","2","No"
"0x353f5c9e8fc49de3ffed33b42e68ba6d79c6b935","2","No"
"0x36ed1541552b4b1308330d94589e6106e2292b70","2","No"
"0x38879de167b9c8b5b85f5a06039a7d5efd43d118","2","No"
"0x3b17f0c62ecf2a47ce0fc7e368a6c2cf262fe3e7","2","No"
"0x3c87a7920bc2cc71afe8038b1d21ba123b51cb99","2","No"
"0x3eb7b4a4231a06c9ac4d714ce1e7673570d5b283","2","No"
"0x48acfd4fad9db6b504a3e86ea9b5313ec08d50ea","2","No"
"0x4b97352169ee36342cf401a3cb162853a1cac7e7","2","No"
"0x55dc468c5d5873362bda0c84132218cc12a51f4a","2","No"
"0x634c756520bbf085eddf66dc416cec6fd016db01","2","No"
"0x63f741824728a25d6af277cabea3a90ca1ee637e","2","No"
"0x67c94dfbc7b9e7a87e8c46669dcc037a85fc53dd","2","No"
"0x6cee4e17255bdcfa6fdfa3c1b0443c3d6411ea7c","2","No"
"0x715ac14d33dcded8b569a45d8159438b8c271d7b","2","No"
"0x7464306f0aa52bb7fb7d2e6f59781c8326fe3fdb","2","No"
"0x78ecd02e8484aa53d0dec8cae04462d2ca08a141","2","No"
"0x7d0d5093d8dd36d34eecaa995a899cc2f6fe1420","2","No"
"0x804413ea747018a739f81577ccc6311e9923afa7","2","No"
"0x87d00ebfd95f8953cb76f8e3f15b5be188401c92","2","No"
"0x8ac4b240f1480f765f258fda02dd7e7b8764fa6d","2","No"
"0x933d1071967aab34cad020672f65abc5cb7ba906","2","No"
"0x9b2b88d6a7e114da598219560614f8f81c2e012c","2","No"
"0x9b8ac2dd33963a117058f3414e70ee12cf8cc6c4","2","No"
"0x9da7ca694d02aafa4a084b4c06d577f4a4a2674a","2","No"
"0xab231ec29c05eff58574f6acbb9440b7e0fa8626","2","No"
"0xae390759bf23cfd1da399b1e78337202af024dde","2","No"
"0xb3e69bd0cb5c25f587ab5da2c9adb8f2ffffd288","2","No"
"0xc7ca3079a841ff00ff2df956d267572d8257fe38","2","No"
"0xc8ceb178271dbbbafaabf8b164dfad7322e6f5b3","2","No"
"0xd9600e4ffb817ae147ee441e4c4bab1e902031bc","2","No"
"0xdab336d6aa0b294d3957171b95058c5e028eabc5","2","No"
"0xde5f0d71832ba8f9c5827db03292eace2cf66461","2","No"
"0xe47c76cb09853b65ba20434e9dac45a2d59493ac","2","No"
"0xe6b1c39d75e642686b742663635d2f82de49d39f","2","No"
"0xecabaaf0764d5de2921cbac981a76cd58d1f99f8","2","No"
"0xeee19fd5b103f866c048de8120199955c7034f45","2","No"
"0xf0843c30b94560c394b945ac3654fe86c888b91b","2","No"
"0x00396f9b20388ee51473c5045abc24924ece3b06","1","No"
"0x00d6f84b3a0eeb2fc693206af70255ed57e34b66","1","No"
"0x06ee52eb21d13886cd8e2c768f8e215926f7b469","1","No"
"0x07549680fca43bc41582e54ac33a0adfdb7bc78d","1","No"
"0x0e0954b44166799a1c079209317f7042e4377d1f","1","No"
"0x2003138865d1ab40e46042edd12373e5c868619e","1","No"
"0x205ffda46164c3e6ae60af559c82f26f9470072e","1","No"
"0x297b4048f9700714dbeb78ed742f6d8a1b471681","1","No"
"0x2cc474ea1b959eda20e9a87b2ff8bf290532fd5d","1","No"
"0x322dc131c8df3a8f868ab0faf7b00eb7f84f6871","1","No"
"0x33452cac757f21fafc66facdb274195492c5e5fb","1","No"
"0x3505601bee4aecc5249b61c26f421fbed4e9c627","1","No"
"0x429bdfc9edc6fd8a4d14838fb01863b277515e78","1","No"
"0x4341f1bdd076760013ffc1aeff9fcf1c2c815fab","1","No"
"0x43fbe1745f821e458bcc7f5240b72757849416b3","1","No"
"0x4553f9151c91dd9076d19238ae86c855f1fbb64c","1","No"
"0x4a984be90c537e6ed3718fdf293732ed9d389184","1","No"
"0x4aa2fad040577102be6e879066da2460c4b8e148","1","No"
"0x4ab56a088abd2d1d6b86253670d1ba1f2d886c10","1","No"
"0x4b907d2ede6cef6da2798211643f5b7b37c904f0","1","No"
"0x4e1eee3a53f0007adb18931b52db9e3103ac757e","1","No"
"0x5a2818e1a68141aa670142b6191794c5a14c40d8","1","No"
"0x5bc8882024a3e4c0938e727cb0f20682a2dc7760","1","No"
"0x5ee451c30328a5c080ff73dfb782342217020fc0","1","No"
"0x66c45f787fa88964f0980e82872c560fc07eea17","1","No"
"0x686218c292b04f4d2f6e4737c9134d6f6d8fd687","1","No"
"0x6aae8fecf1319b4966c863fa683474e87d7a098f","1","No"
"0x6ce773cf779f716a232d543e58a1bea7ad61e66e","1","No"
"0x71c1934312ef41cf0530c3605f6e5f8504f49c71","1","No"
"0x7584094094eb6ba9d1ddee99efc77b3d4b5a3d7e","1","No"
"0x77dd2effa0605aa93888f9df1cc3d76e9a769e40","1","No"
"0x79776e826c78f0452a463ee27b9d66ebe8cec865","1","No"
"0x7a6161927f483c8e0d979f0572da1c6fa8897de7","1","No"
"0x807808c821c4f0b7012fc1f0804c1b7e83b2f441","1","No"
"0x875b24daec80ec04a5650403dcb91b2bda32bd52","1","No"
"0x88815cee9d678b6e288fb48da3abbd4514ff06c3","1","No"
"0x8c4a119a9f3427642db68fe56021f6ed56cd5791","1","No"
"0x9836496be70bf2908d203856bc926e05eff49bf8","1","No"
