"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","TokenValue","USDValueDayOfTx","ContractAddress","TokenName","TokenSymbol"
"0xb4cdf61769e3b8760f063c8b5b8b5056f089b342133cf6bad7c6f2ab4d333b81","16456629","1719702605","2024-06-29 23:10:05","0x30cca50c258962efaf6cd5f985df5c56e282887b","0xfb85b9ec50560e302ab106f1e2857d95132120d0","3,442.197880476","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0x76f2efdd6f2741bb80a07f91dd6b17436f5e2a93de799b4f47f673159b767bc4","16457371","1719704089","2024-06-29 23:34:49","0x678a71a480fc51e174a475865d61f7c936f87d14","0xfb85b9ec50560e302ab106f1e2857d95132120d0","1,364.379629625","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0xf4b5b92c6827095bb25b3c9463b2fe56693af9ee02f40133188ac078aced726b","16458550","1719706447","2024-06-30 00:14:07","0x0d160ec623d62267c0fb12d856e78e723a8c6666","0xfb85b9ec50560e302ab106f1e2857d95132120d0","166,000","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0x71cb9ec2c4ffc62c2320bb998bad75eb9614be8fcf8ba8bba754b49c587285f4","16459171","1719707689","2024-06-30 00:34:49","0xfb85b9ec50560e302ab106f1e2857d95132120d0","0x2bcd3d21fdf2c6cbf56d561d6a78762e41684bc7","4,000","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0x1a0abd445cda99b48e0f046f8eaa295b4f369d042571405df4e3ad4d16845307","16459332","1719708011","2024-06-30 00:40:11","0x82c2ff3f99ed2216f6f55de7b5e485f391732007","0xfb85b9ec50560e302ab106f1e2857d95132120d0","8,619.664663542","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0x13b84063a5f79f456a534a9b05e3392a0fec41a2a7759b5668682faeae9fbec6","16459774","1719708895","2024-06-30 00:54:55","0x8c8e99160e4e2f354b1747af9f40af1a342e8888","0xfb85b9ec50560e302ab106f1e2857d95132120d0","133,000","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0xe197798efde7be7fa202b6f2936d26d08b2027b286e58490a3a2c4ea68e9eaeb","16459892","1719709131","2024-06-30 00:58:51","0x3d00523185a50dce10bcaa52e7a0df19728f4416","0xfb85b9ec50560e302ab106f1e2857d95132120d0","200","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0xdf134b5eab4f51b53508b82d0d3d36bc55c276371e7695f6fa9e1fda37033875","16460234","1719709815","2024-06-30 01:10:15","0x2bcd3d21fdf2c6cbf56d561d6a78762e41684bc7","0xfb85b9ec50560e302ab106f1e2857d95132120d0","3,281.416485621727199861","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0x1ea4d8eef98b5b34ec1a0304fcbd7cffb2036f9c55f2f0451f413b315e074791","16460346","1719710039","2024-06-30 01:13:59","0x3d00523185a50dce10bcaa52e7a0df19728f4416","0xfb85b9ec50560e302ab106f1e2857d95132120d0","780","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0x68838a01b5f638206e540dad54a7496b18a13b874bf50175fd1f303a79b5cad3","16460472","1719710291","2024-06-30 01:18:11","0x9cf67f19573d369269736e308bfa42d9ded12273","0xfb85b9ec50560e302ab106f1e2857d95132120d0","31.968","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
